year,region_id,policy_id,policy_label,1,2,3,4,5,6,7,8,9,total
2012,9,93,Administración Financiera y Tributaria,"",33914450.72,"",23282929.83,"",1969887.62,"",2853400.00,"",62020668.17
2012,9,94,Transferencias a otras Administraciones Públicas,"","","",154225394.32,"","",72646773.07,"","",226872167.39
2012,9,95,Deuda Pública,"","",1994344540.45,"","","","","",1674568656.82,3668913197.27
2006,8,11,Justicia,132130.00,"","",10000.00,"","","","","",142130.00
2006,8,13,Seguridad Ciudadana e Instituciones Penitenciarias,997830.00,2961510.00,"",1284500.00,"",4068190.00,5383000.00,"","",14695030.00
2006,8,14,Política Exterior,270930.00,462640.00,"",16461250.00,"","",15261780.00,"","",32456600.00
2006,8,21,Pensiones,"","","",4300000.00,"","","","","",4300000.00
2006,8,23,Servicios Sociales y Promoción Social,115962470.00,119675420.00,"",224515740.00,"",46256690.00,47034690.00,942830.00,"",554387840.00
2006,8,24,Fomento del Empleo,23041510.00,6317550.00,"",187580470.00,"",9821030.00,14083800.00,292020.00,"",241136380.00
2006,8,26,Acceso a la Vivienda y Fomento de la Edificación,8019040.00,8037160.00,"",2012330.00,"",16937990.00,70664460.00,1740280.00,"",107411260.00
2006,8,31,Sanidad,981076410.00,428267440.00,"",495255110.00,"",225840380.00,44780510.00,1496700.00,"",2176716550.00
2006,8,32,Educación,938583710.00,98369430.00,"",283177960.00,"",108888720.00,39108610.00,796890.00,"",1468925320.00
2006,8,33,Cultura,20603800.00,13768670.00,"",22854130.00,"",23240820.00,34395890.00,129250.00,"",114992560.00
2006,8,41,"Agricultura, Pesca y Alimentación",63723680.00,15172240.00,"",909428900.00,"",28588910.00,243258350.00,426260.00,"",1260598340.00
2006,8,42,Industria y Energía,9931260.00,3827030.00,"",611140.00,"",1675920.00,8625460.00,137510.00,"",24808320.00
2006,8,43,"Comercio, Turismo y Pymes",4130420.00,1306120.00,"",14270220.00,"",1857200.00,62953580.00,4462530.00,"",88980070.00
2006,8,45,Infraestructuras,59986540.00,10574200.00,"",13964470.00,"",287353110.00,41130990.00,920070.00,"",413929380.00
2006,8,46,"Investigación, Desarrollo e Innovación",6943320.00,3451670.00,"",19508790.00,"",4995350.00,13773930.00,10000.00,"",48683060.00
2006,8,49,Otras Actuaciones de Carácter Económico,8787680.00,5834720.00,"",11036380.00,"",10691760.00,16614820.00,"","",52965360.00
2006,8,91,Alta Dirección,8141700.00,1402760.00,"",66541160.00,"",1053540.00,16738580.00,99220.00,"",93976960.00
2006,8,92,Servicios de Carácter General,24963690.00,10143570.00,"",1195240.00,"",23764280.00,64893300.00,409780.00,"",125369860.00
2006,8,93,Administración Financiera y Tributaria,10018360.00,2318250.00,"","","",1992150.00,"","","",14328760.00
2006,8,94,Transferencias a otras Administraciones Públicas,"","","",539008900.00,"","","","","",539008900.00
2006,8,95,Deuda Pública,"","",45809620.00,"","","","","",45473950.00,91283570.00
2012,8,13,Seguridad Ciudadana e Instituciones Penitenciarias,2496490.00,7509000.00,"",420000.00,"",343600.00,350000.00,"","",11119090.00
2012,8,14,Política Exterior,627270.00,116890.00,"",566110.00,"","","","","",1310270.00
2012,8,21,Pensiones,"","","",4256030.00,"","","","","",4256030.00
2012,8,23,Servicios Sociales y Promoción Social,123907970.00,213961600.00,"",353457580.00,"",9448600.00,17975200.00,1047200.00,"",719798150.00
2012,8,24,Fomento del Empleo,35574830.00,13249060.00,"",94811800.00,"",2119130.00,2247980.00,1037700.00,"",149040500.00
2012,8,26,Acceso a la Vivienda y Fomento de la Edificación,7023120.00,5804440.00,"",4759110.00,"",534190.00,28178200.00,"","",46299060.00
2012,8,31,Sanidad,1364290500.00,599141340.00,"",530237530.00,"",34008340.00,7399480.00,836890.00,"",2535914080.00
2012,8,32,Educación,1127067100.00,112431890.00,"",266082880.00,"",40352310.00,16224240.00,300000.00,189240.00,1562647660.00
2012,8,33,Cultura,17473210.00,8967610.00,"",3370700.00,"",4123410.00,7037090.00,"","",40972020.00
2012,8,41,"Agricultura, Pesca y Alimentación",93539000.00,10399180.00,"",116117150.00,"",14569200.00,192445010.00,208450.00,"",427277990.00
2012,8,42,Industria y Energía,5047900.00,95150.00,"",1773360.00,"",28000.00,5407920.00,"","",12352330.00
2012,8,43,"Comercio, Turismo y Pymes",5291250.00,3500450.00,"",6416220.00,"",1681000.00,19506580.00,"","",36395500.00
2012,8,45,Infraestructuras,60398440.00,11312970.00,"",64057590.00,"",74856100.00,145429250.00,120000.00,"",356174350.00
2012,8,46,"Investigación, Desarrollo e Innovación",7604500.00,2218270.00,"",15326060.00,"",1458760.00,12116260.00,"",800000.00,39523850.00
2012,8,49,Otras Actuaciones de Carácter Económico,9957120.00,32310310.00,"",4823050.00,"",35512870.00,"","","",82603350.00
2012,8,91,Alta Dirección,12117610.00,2292670.00,"",50678370.00,"",167080.00,2693520.00,63270.00,"",68012520.00
2012,8,92,Servicios de Carácter General,28677990.00,15030120.00,"",10140250.00,"",1640000.00,4467900.00,208000.00,"",60164260.00
2012,8,93,Administración Financiera y Tributaria,16086830.00,8503740.00,"",1850000.00,"","","","","",26440570.00
2012,8,95,Deuda Pública,"","",367101320.00,"","","","","",960220010.00,1327321330.00
2006,9,11,Justicia,267420431.95,116299664.74,"",46727683.23,"",29409306.92,"",11699.05,"",459868785.89
2006,9,13,Seguridad Ciudadana e Instituciones Penitenciarias,730624220.04,266970361.83,183010.00,15681840.11,"",92574420.60,901520.00,662250.00,"",1107597622.58
2006,9,14,Política Exterior,"",3077979.00,"",55567289.70,"","",408870.37,"","",59054139.07
2006,9,21,Pensiones,5375833.50,"","",3650000.00,"","","","","",9025833.50
2006,9,23,Servicios Sociales y Promoción Social,119003000.04,412773004.46,"",749256158.30,"",60019988.85,23150048.91,1411872.00,"",1365614072.56
2006,9,24,Fomento del Empleo,87071197.21,53492448.98,10.00,352927943.93,"",16796962.35,1160789.08,49390.31,"",511498741.86
2006,9,26,Acceso a la Vivienda y Fomento de la Edificación,266990.07,10940512.76,"",22642962.87,"",3091704.68,147486651.23,"","",184428821.61
2006,9,31,Sanidad,1682374234.50,4227208236.17,5010.00,1783146477.95,"",170636555.39,9452138.33,57626277.57,"",7930448929.91
2006,9,32,Educación,2356919277.10,272371977.54,"",1907684622.81,"",334569571.83,114844260.64,264884.47,"",4986654594.39
2006,9,33,Cultura,54721871.37,54591767.47,3305.00,187129184.30,"",34448249.25,32941306.89,16028974.60,"",379864658.88
2006,9,41,"Agricultura, Pesca y Alimentación",63184106.37,30651068.23,5415166.96,8824169.91,"",82661440.85,65199229.35,96397500.00,33440641.78,385773323.45
2006,9,42,Industria y Energía,"",1291322.13,"",20007051.78,"",468395.00,48558047.95,3734900.00,"",74059716.86
2006,9,43,"Comercio, Turismo y Pymes",16518819.56,11396163.00,"",51624816.98,"",4636565.00,55353938.50,3951220.00,"",143481523.04
2006,9,44,Subvenciones al Transporte,"","","",219948111.33,"","",40323838.72,"","",260271950.05
2006,9,45,Infraestructuras,102073539.02,69414356.15,"",72848585.29,"",658150708.27,107609120.98,272243774.03,"",1282340083.74
2006,9,46,"Investigación, Desarrollo e Innovación","",6407567.57,"",133104933.68,"",861020.00,33009535.82,12282439.53,"",185665496.60
2006,9,49,Otras Actuaciones de Carácter Económico,2891526.93,30499020.41,10.00,54196503.36,"",2260827.00,21307527.23,83766010.00,"",194921424.93
2006,9,91,Alta Dirección,48342824.27,33165801.57,"",19984956.00,"",19630910.40,123107.52,72000.00,"",121319599.76
2006,9,92,Servicios de Carácter General,163694265.16,158325013.43,25000.00,80180295.96,92200000.00,100550054.80,2912084.00,218961571.00,"",816848284.35
2006,9,93,Administración Financiera y Tributaria,"",1217543.00,"","","","","","","",1217543.00
2006,9,94,Transferencias a otras Administraciones Públicas,"","","",2659563542.33,"","",92067906.41,"","",2751631448.74
2006,9,95,Deuda Pública,"","",491200921.78,"","","","","",624194298.30,1115395220.08
2017,15,11,Justicia,20356557.00,4164547.00,"",3440010.00,"",774251.00,"","","",28735365.00
2017,15,13,Seguridad Ciudadana e Instituciones Penitenciarias,76165407.00,8207895.00,"",767720.00,"",5400024.00,146010.00,"","",90687056.00
2017,15,14,Política Exterior,899772.00,1031110.00,"",7165223.00,"",16850.00,32000.00,"","",9144955.00
2017,15,21,Pensiones,"","","",15036125.00,"","","","","",15036125.00
2017,15,23,Servicios Sociales y Promoción Social,122493685.00,113301324.00,10.00,162262875.00,"",2832430.00,130000.00,"","",401020324.00
2017,15,24,Fomento del Empleo,8834911.00,6779002.00,"",36348810.00,"",1305000.00,1210000.00,"","",54477723.00
2017,15,26,Acceso a la Vivienda y Fomento de la Edificación,845139.00,518500.00,"",14530010.00,"",720000.00,37286820.00,"","",53900469.00
2017,15,31,Sanidad,526995374.00,322964999.00,"",155513123.00,"",27644474.00,1985000.00,"",31274.00,1035134244.00
2017,15,32,Educación,378317132.00,36008486.00,9598.00,203591236.00,"",15960316.00,9465567.00,"",671250.00,644023585.00
2017,15,33,Cultura,16092389.00,9261832.00,"",19134668.00,"",3216005.00,3078490.00,"","",50783384.00
2017,15,41,"Agricultura, Pesca y Alimentación",15793903.00,9783157.00,10.00,40187781.00,"",2490353.00,33688355.00,"","",101943559.00
2017,15,42,Industria y Energía,2176062.00,1607550.00,"",2354292.00,"",935510.00,13842020.00,1000000.00,"",21915434.00
2017,15,43,"Comercio, Turismo y Pymes",1168735.00,3422590.00,"",2422010.00,"",696000.00,1456000.00,"","",9165335.00
2017,15,44,Subvenciones al Transporte,957035.00,619500.00,"",23825030.00,"",2588750.00,42000.00,"","",28032315.00
2017,15,45,Infraestructuras,16255756.00,72135595.00,100.00,2844642.00,"",49579584.00,26919983.00,"","",167735660.00
2017,15,46,"Investigación, Desarrollo e Innovación",4920081.00,30124654.00,"",6545104.00,"",15841715.00,29479820.00,"",227489.00,87138863.00
2017,15,49,Otras Actuaciones de Carácter Económico,1434247.00,1095105.00,"",3393000.00,"",856850.00,253410.00,"","",7032612.00
2017,15,91,Alta Dirección,1239454.00,39300.00,"",15982617.00,"","",1337447.00,"","",18598818.00
2017,15,92,Servicios de Carácter General,49343330.00,9909730.00,10.00,1860443.00,11770210.00,4070180.00,75020.00,6459010.00,"",83487933.00
2017,15,93,Administración Financiera y Tributaria,10254646.00,4874852.00,3500510.00,625010.00,"",143160.00,"",1223000.00,"",20621178.00
2017,15,94,Transferencias a otras Administraciones Públicas,912776.00,10.00,"",716153566.00,"","",556278.00,27813500.00,"",745436130.00
2017,15,95,Deuda Pública,"","",94827722.00,"","","","","",293000000.00,387827722.00
2017,16,11,Justicia,107302808.00,39493317.00,6000.00,16169525.00,"",8096309.00,"",120000.00,"",171187959.00
2017,16,13,Seguridad Ciudadana e Instituciones Penitenciarias,485465522.00,103115943.00,57000.00,2362100.00,"",21029424.00,"",4568701.00,"",616598690.00
2017,16,14,Política Exterior,3891510.00,1979272.00,"",11690877.00,"",13840.00,35358481.00,"","",52933980.00
2017,16,23,Servicios Sociales y Promoción Social,21668803.00,16493944.00,"",617078214.00,"",103000.00,285946.00,18000.00,"",655647907.00
2017,16,24,Fomento del Empleo,51297059.00,29525990.00,"",309950575.00,"",6563422.00,3435649.00,120539.00,"",400893234.00
2017,16,26,Acceso a la Vivienda y Fomento de la Edificación,11811778.00,9470058.00,"",27503340.00,"",16246996.00,60357057.00,"","",125389229.00
2017,16,31,Sanidad,1872260901.00,1120337615.00,137966.00,524126912.00,"",56338927.00,509600.00,3575250.00,"",3577287171.00
2017,16,32,Educación,1321805135.00,151660909.00,76764.00,1137687219.00,"",61768794.00,25486455.00,2001000.00,335288.00,2700821564.00
2017,16,33,Cultura,7682353.00,7825894.00,"",42206151.00,"",225000.00,6823231.00,52792.00,"",64815421.00
2017,16,41,"Agricultura, Pesca y Alimentación",7006328.00,4002560.00,"",26145161.00,"",2014438.00,31935422.00,"","",71103909.00
2017,16,42,Industria y Energía,12703513.00,5847664.00,"",3047118.00,"",1866505.00,120000.00,133808.00,"",23718608.00
2017,16,43,"Comercio, Turismo y Pymes",5527315.00,4465229.00,"",36382001.00,"",632547.00,6271029.00,1019956.00,"",54298077.00
2017,16,45,Infraestructuras,12434399.00,22522198.00,40000.00,95676215.00,"",373497945.00,162506071.00,40000.00,"",666716828.00
2017,16,46,"Investigación, Desarrollo e Innovación",1806652.00,5633912.00,"",69523032.00,"",420000.00,209916034.00,78439114.00,"",365738744.00
2017,16,49,Otras Actuaciones de Carácter Económico,15209290.00,6707610.00,525.00,5870592.00,"",915850.00,2483708.00,60000.00,"",31247575.00
2017,16,91,Alta Dirección,6054737.00,5103396.00,"",39444339.00,"",420885.00,126738.00,79228.00,"",51229323.00
2017,16,92,Servicios de Carácter General,52881293.00,97798667.00,2000.00,200206523.00,1863770.00,13498486.00,27414875.00,2301695.00,"",395967309.00
2017,16,93,Administración Financiera y Tributaria,10410832.00,7961899.00,20000.00,130500.00,"","",1842000.00,"","",20365231.00
2017,16,95,Deuda Pública,"","",248131189.00,"","","","","",788049020.00,1036180209.00
2011,2,11,Justicia,41323850.85,12291838.00,"",4754094.23,"",10403000.00,"","","",68772783.08
2011,2,13,Seguridad Ciudadana e Instituciones Penitenciarias,1723031.63,6019494.00,"",862414.58,"",869043.10,925691.56,"","",10399674.87
2011,2,14,Política Exterior,1417820.01,1149983.05,"",1155000.00,"",9232.81,8092000.00,"","",11824035.87
2011,2,21,Pensiones,"","","",7417700.00,"","","","","",7417700.00
2011,2,23,Servicios Sociales y Promoción Social,104847250.39,106204900.43,"",114996375.00,"",4110460.00,897000.00,"","",331055985.82
2011,2,24,Fomento del Empleo,19141147.54,5131564.13,"",97215602.10,"",1805529.14,19821858.23,"","",143115701.14
2011,2,26,Acceso a la Vivienda y Fomento de la Edificación,8243938.67,859944.00,"",15000.00,"",7328029.09,36008483.91,6000000.00,"",58455395.67
2011,2,31,Sanidad,1005096405.20,351350111.32,"",448344665.91,"",28775614.68,1580000.00,"","",1835146797.11
2011,2,32,Educación,612129378.29,64599183.48,"",304210935.26,"",18719332.47,6045422.53,"","",1005704252.03
2011,2,33,Cultura,14882470.36,5286577.18,"",5009579.36,"",14500187.78,6084720.72,"","",45763535.40
2011,2,41,"Agricultura, Pesca y Alimentación",50267540.78,5466178.14,"",5083270.00,"",60400929.00,147134000.00,"","",268351917.92
2011,2,42,Industria y Energía,9720405.31,1152250.00,"",858000.00,"",1647750.00,33071246.15,"","",46449651.46
2011,2,43,"Comercio, Turismo y Pymes",3395835.27,1626500.00,"",5822000.00,"",5534000.00,10275863.00,2750000.00,"",29404198.27
2011,2,45,Infraestructuras,63246115.87,51794744.02,900000.00,16001212.57,"",114652457.98,37109711.80,4126500.00,3047673.30,290878415.54
2011,2,46,"Investigación, Desarrollo e Innovación",17848482.81,7376787.67,"",14939285.00,"",12033139.34,7555546.00,"",138196.58,59891437.40
2011,2,49,Otras Actuaciones de Carácter Económico,10792981.34,1990664.68,"",2889047.30,"",5407666.74,311607.23,"","",21391967.29
2011,2,91,Alta Dirección,15011577.81,11442854.87,1202.00,3953305.94,"",298000.00,138000.00,"","",30844940.62
2011,2,92,Servicios de Carácter General,37821388.91,28480102.46,1507000.00,71347014.55,"",15843306.26,18891808.46,"","",173890620.64
2011,2,93,Administración Financiera y Tributaria,14591318.08,1082237.05,"",6473005.00,"",413806.80,71710461.19,"","",94270828.12
2011,2,94,Transferencias a otras Administraciones Públicas,"","","",5663143.64,"","",41504556.36,"","",47167700.00
2011,2,95,Deuda Pública,"","",122500285.98,"","","","","",147941533.00,270441818.98
2011,3,11,Justicia,41985940.00,7296421.00,"",3632321.00,"",8752123.00,"","","",61666805.00
2011,3,13,Seguridad Ciudadana e Instituciones Penitenciarias,486750.00,18740.00,"",21200000.00,"","","","","",21705490.00
2011,3,14,Política Exterior,1339670.00,783614.00,"",4209243.00,"",35400.00,8089045.00,"","",14456972.00
2011,3,23,Servicios Sociales y Promoción Social,93361840.00,107560632.00,"",131324330.00,"",15669979.00,3661961.00,400445.00,"",351979187.00
2011,3,24,Fomento del Empleo,15077000.00,4835421.00,"",27992286.00,"",4212842.00,93563744.00,260000.00,"",145941293.00
2011,3,26,Acceso a la Vivienda y Fomento de la Edificación,5446830.00,2795400.00,"",265000.00,"",32170771.00,33034581.00,"","",73712582.00
2011,3,29,Gestión y Administración de la Seguridad Social,2339670.00,1007516.00,"","","",3000.00,"","","",3350186.00
2011,3,31,Sanidad,765566979.00,408761070.00,"",351218905.00,"",14455047.00,"",1900000.00,"",1541902001.00
2011,3,32,Educación,475817500.00,53352960.00,"",230132472.00,"",16762670.00,6422500.00,1000000.00,"",783488102.00
2011,3,33,Cultura,20187995.00,8460773.00,"",16731694.00,"",32651825.00,5226781.00,62000.00,"",83321068.00
2011,3,41,"Agricultura, Pesca y Alimentación",25688100.00,5336587.00,"",6441000.00,"",29941184.00,91145684.00,6000.00,"",158558555.00
2011,3,42,Industria y Energía,5179040.00,1027716.00,"",10364036.00,"",853000.00,34723024.00,2600000.00,"",54746816.00
2011,3,43,"Comercio, Turismo y Pymes",2278780.00,386517.00,"",10619377.00,"",912717.00,7127513.00,"","",21324904.00
2011,3,45,Infraestructuras,40887760.00,20200411.00,4211000.00,37676398.00,"",352524678.00,21640778.00,5040.00,"",477146065.00
2011,3,46,"Investigación, Desarrollo e Innovación",4802630.00,752886.00,"",3800000.00,"",4400393.00,37595097.00,45000.00,"",51396006.00
2011,3,49,Otras Actuaciones de Carácter Económico,5579750.00,6004630.00,"",9991111.00,"",7556213.00,2778330.00,35000.00,"",31945034.00
2011,3,91,Alta Dirección,16077421.00,4917899.00,"",2867500.00,"",771500.00,"",120000.00,"",24754320.00
2011,3,92,Servicios de Carácter General,30792260.00,46429328.00,"",33262989.00,"",25447104.00,1663766.00,2491000.00,"",140086447.00
2011,3,93,Administración Financiera y Tributaria,16161170.00,5517569.00,"",1737670.00,"",6554876.00,5820750.00,37989563.00,"",73781598.00
2011,3,95,Deuda Pública,"","",92700000.00,"","","","","",120000000.00,212700000.00
2010,3,11,Justicia,43699290.00,8051281.00,"",5010527.00,"",15869217.00,421430.00,"","",73051745.00
2010,3,13,Seguridad Ciudadana e Instituciones Penitenciarias,511630.00,44033.00,"",24100000.00,"","",400000.00,"","",25055663.00
2010,3,14,Política Exterior,1411490.00,859442.00,"",4060603.00,"",81400.00,8439045.00,"","",14851980.00
2010,3,23,Servicios Sociales y Promoción Social,94872192.00,110657424.00,"",125082860.00,"",19472172.00,7007001.00,420342.00,"",357511991.00
2010,3,24,Fomento del Empleo,15962400.00,4895421.00,"",29347450.00,"",4591527.00,91444334.00,260000.00,"",146501132.00
2010,3,26,Acceso a la Vivienda y Fomento de la Edificación,5725780.00,2785400.00,"",309000.00,"",35562725.00,26288191.00,"","",70671096.00
2010,3,29,Gestión y Administración de la Seguridad Social,2210990.00,1032516.00,"","","",3000.00,"","","",3246506.00
2010,3,31,Sanidad,801512502.00,416783815.00,"",387724296.00,"",21195341.00,"",2000000.00,"",1629215954.00
2010,3,32,Educación,515458080.00,55359715.00,"",237226455.00,"",15004201.00,7226948.00,1000000.00,"",831275399.00
2010,3,33,Cultura,21283782.00,10789041.00,"",17195309.00,"",38570289.00,7832141.00,62000.00,"",95732562.00
2010,3,41,"Agricultura, Pesca y Alimentación",27337020.00,6055555.00,"",9785000.00,"",31649167.00,94394772.00,5500.00,"",169227014.00
2010,3,42,Industria y Energía,5529030.00,1173716.00,"",12625200.00,"",811000.00,54442232.00,1000000.00,"",75581178.00
2010,3,43,"Comercio, Turismo y Pymes",2497830.00,452907.00,"",11640922.00,"",252000.00,13597274.00,"","",28440933.00
2010,3,45,Infraestructuras,43717500.00,19681769.00,"",39980233.00,"",332005141.00,33133432.00,5040.00,"",468523115.00
2010,3,46,"Investigación, Desarrollo e Innovación",5178320.00,911148.00,"",4100000.00,"",4905967.00,37246925.00,45000.00,"",52387360.00
2010,3,49,Otras Actuaciones de Carácter Económico,6082620.00,6258420.00,"",10992700.00,"",11606320.00,6847000.00,35000.00,"",41822060.00
2010,3,91,Alta Dirección,17181227.00,5260363.00,"",2868800.00,"",5009000.00,"",120000.00,"",30439390.00
2010,3,92,Servicios de Carácter General,33971106.00,48215136.90,"",39526119.00,"",32691257.00,3618266.00,2491000.00,"",160512884.90
2010,3,93,Administración Financiera y Tributaria,17083200.00,5378711.10,"",3060112.00,"",6918258.00,4500000.00,91610000.00,"",128550281.10
2010,3,95,Deuda Pública,"","",80000000.00,"","","","","",85000000.00,165000000.00
2010,2,11,Justicia,40992303.41,12396958.00,"",4754695.24,"",7410000.00,"","","",65553956.65
2010,2,13,Seguridad Ciudadana e Instituciones Penitenciarias,1847851.13,6488286.00,"",1672064.53,"",869043.10,925691.56,"","",11802936.32
2010,2,14,Política Exterior,1533198.41,1184919.45,"",1573756.00,"",34986.00,11162603.07,"","",15489462.93
2010,2,21,Pensiones,"","","",5500000.00,"","","","","",5500000.00
2010,2,23,Servicios Sociales y Promoción Social,108764575.35,106495782.06,"",127013393.72,"",6095656.46,3309763.60,"","",351679171.19
2010,2,24,Fomento del Empleo,19690577.47,5252766.60,"",88716685.04,"",2917480.00,21098589.00,1360000.00,"",139036098.11
2010,2,26,Acceso a la Vivienda y Fomento de la Edificación,8619253.60,1007000.00,"",24000.00,"",16453681.00,41969641.00,12000000.00,"",80073575.60
2010,2,31,Sanidad,1035032495.73,351454110.91,"",448626362.91,"",53034594.21,3465000.00,"","",1891612563.76
2010,2,32,Educación,638152892.52,65086071.18,"",310695380.15,"",34552839.09,7088245.10,"","",1055575428.04
2010,2,33,Cultura,15829690.59,4637157.66,"",7117175.16,"",30454612.09,11203602.14,"","",69242237.64
2010,2,41,"Agricultura, Pesca y Alimentación",52563018.55,5249998.74,"",5119073.00,"",41323608.02,151154000.00,"","",255409698.31
2010,2,42,Industria y Energía,10164732.96,1207250.00,"",1332000.00,"",1862750.00,31631999.80,700000.00,"",46898732.76
2010,2,43,"Comercio, Turismo y Pymes",3533602.19,1717500.00,"",7098000.00,"",5860250.00,12025000.00,7933841.68,"",38168193.87
2010,2,45,Infraestructuras,65845479.97,50945342.89,900000.00,17972007.56,"",156911948.30,62750657.63,5304058.32,2798970.00,363428464.67
2010,2,46,"Investigación, Desarrollo e Innovación",18779802.92,7343666.07,"",19611203.75,"",13289260.14,14193000.00,"",138196.56,73355129.44
2010,2,49,Otras Actuaciones de Carácter Económico,11439160.12,2097146.35,"",3672592.61,"",7237952.20,639750.00,"","",25086601.28
2010,2,91,Alta Dirección,13708137.38,11966640.01,1202.00,4254741.64,"",535322.02,257594.00,"","",30723637.05
2010,2,92,Servicios de Carácter General,70855496.61,26679560.89,1507000.00,80586218.70,"",70767813.97,33006846.22,"","",283402936.39
2010,2,93,Administración Financiera y Tributaria,15546514.09,1184144.25,"",5005283.10,"",946052.40,73174129.00,2200000.00,"",98056122.84
2010,2,94,Transferencias a otras Administraciones Públicas,"","","",6438399.35,"","",49351502.37,"","",55789901.72
2010,2,95,Deuda Pública,"","",110770070.03,"","","","","",201402053.91,312172123.94
2016,16,11,Justicia,105932095.00,43008618.00,6000.00,16375525.00,"",7799978.00,"",120000.00,"",173242216.00
2016,16,13,Seguridad Ciudadana e Instituciones Penitenciarias,484154858.00,102282250.00,37000.00,2819492.00,"",21855379.00,11571.00,4568804.00,"",615729354.00
2016,16,14,Política Exterior,3709065.00,1963272.00,"",11729156.00,"",13840.00,33318481.00,"","",50733814.00
2016,16,23,Servicios Sociales y Promoción Social,17656472.00,19053616.00,"",577210347.00,"",139000.00,331290.00,5000.00,"",614395725.00
2016,16,24,Fomento del Empleo,53409775.00,24974729.00,"",304983485.00,"",6825947.00,2545875.00,120200.00,"",392860011.00
2016,16,26,Acceso a la Vivienda y Fomento de la Edificación,11725496.00,8419868.00,630525.00,23085000.00,"",21750479.00,47068579.00,"","",112679947.00
2016,16,31,Sanidad,1816031459.00,1069175767.00,1000.00,508051250.00,"",50653727.00,509600.00,3625250.00,"",3448048053.00
2016,16,32,Educación,1286752487.00,160281699.00,81439.00,1115151414.00,"",56150147.00,27232890.00,2001000.00,330613.00,2647981689.00
2016,16,33,Cultura,6964028.00,6997933.00,"",43165195.00,"",140000.00,8166080.00,52792.00,"",65486028.00
2016,16,41,"Agricultura, Pesca y Alimentación",6933138.00,3410686.00,"",25136735.00,"",214438.00,32926722.00,"","",68621719.00
2016,16,42,Industria y Energía,13593687.00,4211194.00,"",400000.00,"",1552594.00,146000.00,120000.00,"",20023475.00
2016,16,43,"Comercio, Turismo y Pymes",2248607.00,3359163.00,"",35903050.00,"",496659.00,6550189.00,15752037.00,"",64309705.00
2016,16,45,Infraestructuras,12326536.00,20907858.00,53500.00,90050853.00,"",368250287.00,173645284.00,2516215.00,"",667750533.00
2016,16,46,"Investigación, Desarrollo e Innovación",2413345.00,806620.00,"",60441378.00,"",20000.00,191490547.00,56890855.00,"",312062745.00
2016,16,49,Otras Actuaciones de Carácter Económico,14458304.00,8919469.00,525.00,13734245.00,"",1209959.00,6439985.00,60000.00,"",44822487.00
2016,16,91,Alta Dirección,6005379.00,5095574.00,"",36629952.00,"",388377.00,512937.00,79228.00,"",48711447.00
2016,16,92,Servicios de Carácter General,50902626.00,99861615.00,2000.00,215556173.00,2389103.00,16837821.00,26747750.00,202865.00,"",412499953.00
2016,16,93,Administración Financiera y Tributaria,11833799.00,8868623.00,80000.00,129000.00,"","",1488000.00,"","",22399422.00
2016,16,95,Deuda Pública,"","",278131189.00,"","","","","",892000001.00,1170131190.00
2016,15,11,Justicia,19556648.00,4047197.00,"",3140020.00,"",277670.00,"","","",27021535.00
2016,15,13,Seguridad Ciudadana e Instituciones Penitenciarias,73887463.00,7806855.00,"",654720.00,"",2457932.00,136010.00,"","",84942980.00
2016,15,14,Política Exterior,887824.00,504970.00,"",5546088.00,"",16500.00,32000.00,"","",6987382.00
2016,15,21,Pensiones,"","","",14334879.00,"","","","","",14334879.00
2016,15,23,Servicios Sociales y Promoción Social,117308323.00,105897128.00,10.00,129022827.00,"",1873580.00,200000.00,"","",354301868.00
2016,15,24,Fomento del Empleo,8571641.00,3400022.00,"",32358477.00,"",555000.00,1692676.00,"","",46577816.00
2016,15,26,Acceso a la Vivienda y Fomento de la Edificación,747761.00,561252.00,"",14755010.00,"",880000.00,28969000.00,"","",45913023.00
2016,15,31,Sanidad,502611973.00,304352345.00,"",146001122.00,"",24585510.00,325000.00,"",31274.00,977907224.00
2016,15,32,Educación,353827208.00,33402421.00,10591.00,197878876.00,"",9077086.00,6753277.00,"",620260.00,601569719.00
2016,15,33,Cultura,15560830.00,8347786.00,"",15232480.00,"",2088346.00,3190510.00,"","",44419952.00
2016,15,41,"Agricultura, Pesca y Alimentación",15321359.00,9279525.00,10.00,36368820.00,"",1852787.00,32044232.00,"","",94866733.00
2016,15,42,Industria y Energía,6546166.00,1685000.00,"",1825010.00,"",575010.00,13068030.00,1062000.00,"",24761216.00
2016,15,43,"Comercio, Turismo y Pymes",1204305.00,2780610.00,"",2024020.00,"",308910.00,1301000.00,"","",7618845.00
2016,15,44,Subvenciones al Transporte,920601.00,72500.00,"",24636416.00,"",1382510.00,10.00,"","",27012037.00
2016,15,45,Infraestructuras,10937894.00,67492961.00,80.00,1908191.00,"",34709579.00,12828075.00,"","",127876780.00
2016,15,46,"Investigación, Desarrollo e Innovación",5068384.00,29202301.00,"",3572844.00,"",11960276.00,20126040.00,"",227490.00,70157335.00
2016,15,49,Otras Actuaciones de Carácter Económico,1488158.00,757395.00,"",2438625.00,"",374314.00,1077010.00,"","",6135502.00
2016,15,91,Alta Dirección,1203612.00,39300.00,"",15953763.00,"","",683600.00,"","",17880275.00
2016,15,92,Servicios de Carácter General,32546348.00,8405484.00,10.00,2427164.00,5307805.00,2909748.00,62020.00,43601452.00,"",95260031.00
